Model,Data,MSE,MAE,R^2
Best_estimator,Train,1951.2721106817146,25.775327150990368,0.8931007956051519
Best_estimator,Test,3953.595564027025,38.970149040741546,0.9244931072792573
Best_estimator,Cross Validation,5692.435512870086,33.016503080086544,0.7233532409236715
